%time,Real Time UTC,field.latitude,field.longitude
1.53531069616848E+018,26/08/2018 13:22:36,50.8192939758,-1.3113750219
1.53531069623791E+018,26/08/2018 13:22:36,50.8192939758,-1.3113750219
1.53531069630744E+018,26/08/2018 13:22:36,50.8192939758,-1.3113750219
1.53531069637642E+018,26/08/2018 13:22:36,50.8192939758,-1.3113750219
1.53531069644583E+018,26/08/2018 13:22:36,50.8192939758,-1.3113750219
1.53531069651586E+018,26/08/2018 13:22:37,50.8192939758,-1.3113750219
1.53531069659022E+018,26/08/2018 13:22:37,50.8192939758,-1.3113750219
1.53531069666049E+018,26/08/2018 13:22:37,50.8192939758,-1.3113750219
1.53531069673003E+018,26/08/2018 13:22:37,50.8192939758,-1.3113750219
1.53531069679851E+018,26/08/2018 13:22:37,50.8192939758,-1.3113750219
1.53531069687312E+018,26/08/2018 13:22:37,50.8192939758,-1.3113732338
1.5353106969411E+018,26/08/2018 13:22:37,50.8192939758,-1.3113732338
1.53531069701145E+018,26/08/2018 13:22:37,50.8192939758,-1.3113732338
1.53531069708061E+018,26/08/2018 13:22:37,50.8192939758,-1.3113732338
1.53531069715612E+018,26/08/2018 13:22:37,50.8192939758,-1.3113732338
1.53531069722514E+018,26/08/2018 13:22:37,50.8192939758,-1.3113732338
1.53531069729437E+018,26/08/2018 13:22:37,50.8192939758,-1.3113732338
